Sale ID,Salesperson,First Name,Last Name,VIP,Date of Birth,Gender,Country,Item Quantity,Item Price,Item Colour,Item Size,Item Range,Item COGS,Item Profit,PurchaseDate
817,2,Wayne,Richmond,Y,24/03/1992,M,New Zealand,2,31.26,COLOUR-GREEN,SIZE-XL,RANGE-OTHER,23.7576,7.5024,23/02/2014
818,8,Marcela,Schilt,N,2/01/1970,F,Australia,1,107.64,COLOUR-GREEN,SIZE-XL,RANGE-JACKET,74.2716,33.3684,20/08/2014
819,5,Blake,Schoonderbeek,N,14/03/1993,M,Australia,3,72,COLOUR-GREEN,SIZE-S,RANGE-JACKET,52.56,19.44,31/07/2014
820,10,Rusty,Renville,Y,11/10/1955,M,New Zealand,2,2.2,COLOUR-BLACK,SIZE-XL,RANGE-OTHER,1.012,1.188,10/11/2013
821,6,Gearldine,Ibarra,Y,29/03/1984,F,United States,6,35.94,COLOUR-BLACK,SIZE-XXL,RANGE-SHIRT,25.158,10.782,8/07/2014
822,2,Justin,Mooij,N,6/08/1977,M,United Kingdom,4,37,COLOUR-GREEN,SIZE-XXL,RANGE-JACKET,29.97,7.03,14/11/2013
823,7,Raleigh,Miedema,N,25/12/1964,M,United States,10,16.1,COLOUR-WHITE,SIZE-M,RANGE-JACKET,10.787,5.313,17/07/2014
824,5,Estela,Casey,N,19/11/1988,F,United Kingdom,8,245.52,COLOUR-WHITE,SIZE-L,RANGE-PANT,184.14,61.38,21/12/2013
825,10,Frederick,Schneider,Y,4/05/1983,M,United States,9,907.74,COLOUR-WHITE,SIZE-M,RANGE-JACKET,472.0248,435.7152,27/06/2014
826,4,Keneth,van Viegen,Y,8/07/1942,M,New Zealand,6,228.3,COLOUR-BLACK,SIZE-M,RANGE-PANT,125.565,102.735,3/08/2014
827,4,Georgetta,Villarreal,N,27/01/1963,F,New Zealand,9,233.1,COLOUR-BLACK,SIZE-XXL,RANGE-PANT,165.501,67.599,15/08/2014
828,7,Lesley,Bush,Y,22/01/1986,F,United Kingdom,3,37.8,COLOUR-BLACK,SIZE-XL,RANGE-SHIRT,31.374,6.426,29/12/2013
829,1,Nichol,van Luijn,Y,18/06/1959,F,United States,6,721.2,COLOUR-BLACK,SIZE-L,RANGE-PANT,338.964,382.236,8/07/2014
830,2,Kit,Casey,Y,17/07/1955,F,United States,4,106,COLOUR-GREEN,SIZE-XL,RANGE-PANT,89.04,16.96,29/03/2014
831,8,Marquerite,Lambert,N,18/09/1989,F,New Zealand,8,23.92,COLOUR-BLACK,SIZE-XXL,RANGE-PANT,18.8968,5.0232,15/12/2013
832,4,Luis,Fowler,N,25/09/1978,M,Australia,6,234,COLOUR-BLUE,SIZE-XL,RANGE-SHIRT,189.54,44.46,14/08/2014
833,8,Silas,Lyons,Y,20/10/1959,M,Australia,5,10.9,COLOUR-WHITE,SIZE-M,RANGE-PANT,7.303,3.597,14/02/2014
834,9,Archie,Mclean,Y,26/10/1942,M,United Kingdom,10,179.4,COLOUR-WHITE,SIZE-L,RANGE-PANT,113.022,66.378,3/06/2014
835,5,Dori,Hoest,Y,19/06/1966,F,United States,7,101.57,COLOUR-WHITE,SIZE-XL,RANGE-PANT,76.1775,25.3925,26/10/2013
836,8,Damien,Houston,Y,24/04/1952,M,Australia,3,21,COLOUR-WHITE,SIZE-XL,RANGE-SHIRT,11.55,9.45,14/07/2014
837,5,Kenny,Anthony,Y,23/06/1984,M,United States,9,405,COLOUR-BLACK,SIZE-M,RANGE-JACKET,291.6,113.4,4/11/2013
838,4,Kathrine,Floyd,Y,11/02/1996,F,Australia,1,10.06,COLOUR-BLACK,SIZE-L,RANGE-PANT,5.6336,4.4264,6/12/2013
839,7,Reba,van Hoorn,N,1/04/1955,F,United Kingdom,5,102.55,COLOUR-GREEN,SIZE-XL,RANGE-SHIRT,85.1165,17.4335,27/07/2014
840,3,Lourdes,Verkuijl,Y,27/03/1984,F,New Zealand,3,101.49,COLOUR-BLUE,SIZE-M,RANGE-SHIRT,82.2069,19.2831,10/04/2014
841,8,Lenny,Sosa,Y,26/10/1990,M,United Kingdom,9,265.41,COLOUR-WHITE,SIZE-M,RANGE-PANT,169.8624,95.5476,1/01/2014
842,3,Will,Berendse,N,18/01/1994,M,Australia,1,0.62,COLOUR-BLUE,SIZE-S,RANGE-PANT,0.3968,0.2232,3/07/2014
843,10,Hipolito,van Bekkum,Y,8/04/1941,M,United States,4,176.08,COLOUR-WHITE,SIZE-XXL,RANGE-JACKET,146.1464,29.9336,14/12/2013
844,6,Maynard,Farrell,N,10/01/1960,M,United States,7,60.62,COLOUR-BLUE,SIZE-XXL,RANGE-PANT,40.6154,20.0046,16/09/2014
845,2,Micheal,Hyslop,Y,4/08/1993,M,United Kingdom,2,7,COLOUR-BLUE,SIZE-M,RANGE-SHIRT,4.69,2.31,16/09/2014
846,6,Nena,Marsdag,Y,3/01/1966,F,Australia,2,7.38,COLOUR-GREEN,SIZE-XL,RANGE-SHIRT,3.6162,3.7638,1/09/2014
847,1,Tandra,Baruchi,N,25/03/1990,F,Australia,6,232.5,COLOUR-GREEN,SIZE-XXL,RANGE-SHIRT,123.225,109.275,15/01/2014
848,1,Chasidy,Burt,N,5/04/1990,F,Australia,10,286.6,COLOUR-BLUE,SIZE-M,RANGE-OTHER,131.836,154.764,4/03/2014
849,5,Jodi,Beltran,N,21/04/1992,F,New Zealand,7,139.65,COLOUR-BLACK,SIZE-XL,RANGE-JACKET,90.7725,48.8775,12/02/2014
850,9,Jo,Burgess,N,25/06/1962,F,New Zealand,2,32.32,COLOUR-BLUE,SIZE-XL,RANGE-SHIRT,22.624,9.696,1/12/2013
851,5,Bernetta,Carlson,N,20/12/1946,F,United States,9,1101.06,COLOUR-WHITE,SIZE-XXL,RANGE-SHIRT,891.8586,209.2014,16/03/2014
852,10,Terry,Bonner,Y,22/07/1982,F,New Zealand,9,247.14,COLOUR-BLACK,SIZE-L,RANGE-OTHER,126.0414,121.0986,18/05/2014
853,3,Milan,Glenn,Y,4/02/1958,M,United States,3,30.09,COLOUR-GREEN,SIZE-S,RANGE-OTHER,14.1423,15.9477,7/07/2014
854,2,Jefferson,Schilt,Y,21/01/1949,M,United Kingdom,2,90,COLOUR-BLACK,SIZE-M,RANGE-JACKET,78.3,11.7,18/03/2014
855,2,Robin,Brugman,N,7/06/1939,M,United Kingdom,5,57.5,COLOUR-GREEN,SIZE-M,RANGE-OTHER,35.075,22.425,30/10/2013
856,6,Melba,Arroyo,N,2/04/1938,F,United States,4,34.92,COLOUR-BLACK,SIZE-XL,RANGE-OTHER,16.4124,18.5076,19/02/2014
857,7,Ivory,Osborn,N,11/09/1974,M,United Kingdom,10,111.5,COLOUR-BLUE,SIZE-XL,RANGE-JACKET,86.97,24.53,11/04/2014
858,10,Elden,Mueller,N,7/12/1949,M,New Zealand,6,295.74,COLOUR-GREEN,SIZE-XXL,RANGE-OTHER,138.9978,156.7422,13/02/2014
859,6,Avery,Hernandez,Y,9/12/1953,M,Australia,10,360,COLOUR-WHITE,SIZE-XXL,RANGE-SHIRT,244.8,115.2,24/11/2013
860,8,Micah,Ett,Y,2/02/1971,M,United Kingdom,9,104.94,COLOUR-BLUE,SIZE-M,RANGE-PANT,91.2978,13.6422,29/06/2014
861,2,Jae,Chung,N,2/04/1963,M,United States,8,428.88,COLOUR-BLACK,SIZE-S,RANGE-OTHER,214.44,214.44,25/09/2013
862,7,Delmer,Hogan,N,10/05/1951,M,Australia,1,23.99,COLOUR-BLUE,SIZE-XL,RANGE-OTHER,19.4319,4.5581,21/04/2014
863,5,Branden,Rietveld,N,22/04/1970,M,United States,5,3.55,COLOUR-BLACK,SIZE-L,RANGE-SHIRT,2.0945,1.4555,29/07/2014
864,6,Verdell,Koeleman,N,23/08/1978,F,New Zealand,10,25,COLOUR-GREEN,SIZE-L,RANGE-PANT,15,10,27/12/2013
865,9,Rubi,Fritz,N,2/06/1968,F,Australia,4,90.4,COLOUR-BLUE,SIZE-L,RANGE-JACKET,71.416,18.984,10/05/2014
866,3,Richelle,Hammond,Y,12/08/1947,F,Australia,7,68.74,COLOUR-WHITE,SIZE-M,RANGE-SHIRT,47.4306,21.3094,27/02/2014
867,3,Olene,van Soestdijck,Y,9/11/1954,F,Australia,8,63.92,COLOUR-GREEN,SIZE-S,RANGE-JACKET,48.5792,15.3408,15/05/2014
868,6,Delmy,Bosschaart,Y,30/10/1982,F,United Kingdom,8,628.08,COLOUR-WHITE,SIZE-M,RANGE-OTHER,508.7448,119.3352,15/07/2014
869,5,Lazaro,Jefferson,Y,3/11/1976,M,Australia,6,14.7,COLOUR-BLACK,SIZE-XL,RANGE-SHIRT,12.348,2.352,28/05/2014
870,8,Mariano,Alexander,N,15/01/1960,M,Australia,5,25.05,COLOUR-BLACK,SIZE-S,RANGE-SHIRT,20.541,4.509,4/09/2014
871,6,Tamie,Strickland,N,5/11/1934,F,United Kingdom,3,597.33,COLOUR-BLUE,SIZE-XL,RANGE-OTHER,465.9174,131.4126,23/08/2014
872,8,Gavin,Woerst,N,16/04/1980,M,United States,4,62.32,COLOUR-BLUE,SIZE-XL,RANGE-SHIRT,28.6672,33.6528,5/03/2014
873,5,Anna,Koetsier,N,11/07/1955,F,United Kingdom,5,50.05,COLOUR-WHITE,SIZE-XL,RANGE-SHIRT,31.5315,18.5185,13/07/2014
874,2,Beryl,Stafford,Y,22/02/1967,F,Australia,5,7.5,COLOUR-BLACK,SIZE-M,RANGE-SHIRT,4.425,3.075,12/03/2014
875,4,Bonita,Short,Y,10/03/1958,F,United States,8,28,COLOUR-GREEN,SIZE-L,RANGE-OTHER,18.2,9.8,17/10/2013
876,2,Andreas,Potter,Y,25/04/1943,M,United Kingdom,4,4.8,COLOUR-WHITE,SIZE-XXL,RANGE-SHIRT,3.936,0.864,19/06/2014
877,10,Rosendo,Rubio,Y,19/12/1975,M,United States,9,53.91,COLOUR-BLACK,SIZE-L,RANGE-SHIRT,25.3377,28.5723,30/03/2014
878,6,Alfredia,Doyle,Y,24/04/1978,F,Australia,1,20.02,COLOUR-GREEN,SIZE-XXL,RANGE-SHIRT,13.6136,6.4064,19/03/2014
879,5,Jonas,Brenk,N,2/02/1973,M,United Kingdom,7,402.5,COLOUR-WHITE,SIZE-XXL,RANGE-OTHER,197.225,205.275,30/11/2013
880,5,Isiah,Wolf,N,25/06/1977,M,United States,7,111.65,COLOUR-WHITE,SIZE-XL,RANGE-OTHER,78.155,33.495,4/05/2014
881,8,Rod,Wassall,N,17/11/1988,M,New Zealand,1,17.61,COLOUR-BLACK,SIZE-XL,RANGE-OTHER,8.805,8.805,18/07/2014
882,7,Bob,Montgomery,Y,18/05/1943,M,United Kingdom,6,114.6,COLOUR-BLUE,SIZE-S,RANGE-SHIRT,55.008,59.592,24/06/2014
883,8,Agatha,Besemer,Y,20/06/1962,F,United Kingdom,2,35.88,COLOUR-BLACK,SIZE-M,RANGE-PANT,29.0628,6.8172,28/11/2013
884,5,Dorie,Spithout,Y,19/07/1959,F,New Zealand,8,402.32,COLOUR-WHITE,SIZE-S,RANGE-PANT,293.6936,108.6264,5/12/2013
885,4,Shae,Bruins,N,18/09/1945,F,Australia,10,9.8,COLOUR-BLUE,SIZE-L,RANGE-JACKET,5.978,3.822,16/06/2014
886,9,Adina,Morse,Y,5/01/1975,F,United Kingdom,8,156,COLOUR-BLACK,SIZE-L,RANGE-SHIRT,73.32,82.68,19/08/2014
887,6,Jimmy,Ayers,Y,8/03/1951,M,United States,5,47.5,COLOUR-GREEN,SIZE-L,RANGE-JACKET,28.5,19,16/10/2013
888,5,Johnathan,de Jong,Y,29/04/1945,M,United States,3,9,COLOUR-GREEN,SIZE-XL,RANGE-PANT,6.57,2.43,12/02/2014
889,4,Denver,Veltkamp,N,15/10/1996,M,Australia,2,86.58,COLOUR-GREEN,SIZE-S,RANGE-SHIRT,38.961,47.619,11/09/2014
890,10,Adalberto,Good,Y,18/06/1985,M,New Zealand,1,35,COLOUR-GREEN,SIZE-L,RANGE-SHIRT,15.75,19.25,12/08/2014
891,10,Cassondra,Mcpherson,Y,8/06/1953,F,New Zealand,5,39.75,COLOUR-GREEN,SIZE-XXL,RANGE-OTHER,27.825,11.925,17/09/2014
892,7,Chas,Khan,N,3/05/1991,M,New Zealand,7,83.58,COLOUR-BLUE,SIZE-M,RANGE-OTHER,57.6702,25.9098,25/04/2014
893,1,Odis,van Brummelen,Y,10/05/1949,M,Australia,3,1.77,COLOUR-GREEN,SIZE-XL,RANGE-SHIRT,1.1682,0.6018,12/09/2014
894,2,Renae,Wijkniet,Y,6/01/1962,F,Australia,5,122,COLOUR-BLUE,SIZE-S,RANGE-JACKET,91.5,30.5,26/10/2013
895,6,Nicholas,Mccarty,N,9/06/1990,M,United Kingdom,10,292.5,COLOUR-WHITE,SIZE-S,RANGE-PANT,254.475,38.025,10/02/2014
896,8,Markus,Limmink,Y,31/05/1992,M,Australia,2,13.48,COLOUR-WHITE,SIZE-L,RANGE-PANT,9.9752,3.5048,23/03/2014
897,3,Madelaine,Rivers,Y,11/07/1966,F,United Kingdom,2,75.4,COLOUR-WHITE,SIZE-L,RANGE-PANT,57.304,18.096,27/02/2014
898,8,Hilary,Poot,N,11/06/1968,F,New Zealand,4,39.8,COLOUR-WHITE,SIZE-XXL,RANGE-JACKET,30.248,9.552,3/03/2014
899,7,Hector,Atkins,N,8/09/1943,M,New Zealand,2,7.58,COLOUR-WHITE,SIZE-M,RANGE-JACKET,5.0028,2.5772,18/07/2014
900,6,Les,Payne,Y,9/03/1977,M,New Zealand,2,0.84,COLOUR-BLUE,SIZE-XL,RANGE-PANT,0.6804,0.1596,28/03/2014
901,10,Alphonso,Frye,N,14/02/1964,M,United States,10,3.9,COLOUR-BLACK,SIZE-S,RANGE-SHIRT,2.613,1.287,27/06/2014
902,1,Domingo,Wu,Y,2/05/1938,M,United States,6,78.12,COLOUR-BLACK,SIZE-XXL,RANGE-JACKET,64.8396,13.2804,17/05/2014
903,2,Jim,Poelgeest,Y,28/03/1979,M,United Kingdom,10,25.7,COLOUR-GREEN,SIZE-XXL,RANGE-OTHER,14.906,10.794,26/12/2013
904,10,Malka,Hopper,Y,13/06/1983,F,New Zealand,3,19.14,COLOUR-BLACK,SIZE-L,RANGE-OTHER,8.8044,10.3356,10/06/2014
905,3,Jamaal,Espinoza,N,8/08/1953,M,United Kingdom,10,582.8,COLOUR-BLUE,SIZE-M,RANGE-SHIRT,343.852,238.948,16/07/2014
906,8,Tula,Byrd,N,13/05/1949,F,United States,3,82.38,COLOUR-WHITE,SIZE-L,RANGE-OTHER,43.6614,38.7186,16/12/2013
907,2,Tisha,Liu,Y,16/09/1951,F,United States,1,37.42,COLOUR-GREEN,SIZE-XXL,RANGE-PANT,17.2132,20.2068,4/05/2014
908,8,Frederic,Lubbert,N,18/03/1940,M,Australia,3,65.55,COLOUR-BLUE,SIZE-L,RANGE-PANT,33.4305,32.1195,8/01/2014
909,8,Susann,Foppen,Y,26/01/1944,F,New Zealand,2,70,COLOUR-GREEN,SIZE-S,RANGE-OTHER,59.5,10.5,4/09/2014
910,10,Alesia,Cooley,Y,28/02/1959,F,United States,8,16,COLOUR-GREEN,SIZE-XL,RANGE-PANT,9.76,6.24,15/06/2014
911,2,Lynette,Robertson,Y,19/08/1965,F,United Kingdom,4,14.04,COLOUR-GREEN,SIZE-XXL,RANGE-OTHER,8.8452,5.1948,27/11/2013
912,9,Aurelio,Sterke,Y,4/09/1940,M,United Kingdom,4,5.16,COLOUR-BLUE,SIZE-M,RANGE-OTHER,3.4056,1.7544,12/05/2014
913,10,Lisa,Cameron,Y,22/11/1993,F,United States,10,25.8,COLOUR-BLACK,SIZE-M,RANGE-PANT,14.448,11.352,15/01/2014
914,1,Debra,Villegas,N,5/06/1992,F,Australia,8,210.96,COLOUR-GREEN,SIZE-M,RANGE-OTHER,99.1512,111.8088,19/02/2014
915,10,Treva,Fuller,Y,9/01/1965,F,Australia,9,228.06,COLOUR-WHITE,SIZE-L,RANGE-PANT,161.9226,66.1374,12/03/2014
916,4,Garry,Nio,N,29/12/1940,M,New Zealand,5,186.15,COLOUR-GREEN,SIZE-L,RANGE-PANT,119.136,67.014,13/06/2014
917,2,Shiela,Clements,Y,4/01/1935,F,Australia,4,273.16,COLOUR-WHITE,SIZE-S,RANGE-SHIRT,196.6752,76.4848,1/05/2014
918,1,Hassan,de Blanck,N,16/06/1979,M,Australia,5,131.05,COLOUR-GREEN,SIZE-S,RANGE-OTHER,66.8355,64.2145,12/11/2013
919,10,Quentin,Terreehorst,N,8/05/1994,M,New Zealand,8,24,COLOUR-GREEN,SIZE-XXL,RANGE-SHIRT,12.24,11.76,13/01/2014
920,10,Marcelle,Leeuwenstein,Y,9/10/1952,F,New Zealand,3,7.71,COLOUR-WHITE,SIZE-M,RANGE-OTHER,5.4741,2.2359,5/05/2014
921,9,Jay,Villarreal,N,18/01/1946,M,Australia,8,467.68,COLOUR-GREEN,SIZE-S,RANGE-OTHER,210.456,257.224,25/04/2014
922,5,Jason,Ware,Y,5/12/1991,M,United States,2,3.22,COLOUR-GREEN,SIZE-M,RANGE-JACKET,1.8998,1.3202,25/07/2014
923,5,Wanda,Savvas,N,20/12/1965,F,New Zealand,2,2.08,COLOUR-BLACK,SIZE-M,RANGE-OTHER,1.3104,0.7696,21/02/2014
924,6,Alethia,Strickland,N,9/01/1994,F,United States,9,198.54,COLOUR-GREEN,SIZE-L,RANGE-SHIRT,89.343,109.197,2/07/2014
925,8,Sue,Weaver,Y,26/09/1958,F,United Kingdom,10,353.3,COLOUR-BLACK,SIZE-L,RANGE-PANT,279.107,74.193,17/07/2014
926,1,Lloyd,Padilla,N,8/03/1983,M,New Zealand,3,19.17,COLOUR-GREEN,SIZE-XXL,RANGE-SHIRT,11.6937,7.4763,11/12/2013
927,1,Nanci,Herman,Y,4/01/1972,F,United States,6,147.84,COLOUR-BLACK,SIZE-S,RANGE-SHIRT,73.92,73.92,19/03/2014
928,6,Todd,Lindsey,N,23/09/1951,M,United Kingdom,3,133.35,COLOUR-WHITE,SIZE-XL,RANGE-OTHER,106.68,26.67,8/12/2013
929,1,Erich,Fritz,Y,1/03/1981,M,New Zealand,3,52.62,COLOUR-BLACK,SIZE-M,RANGE-SHIRT,39.9912,12.6288,28/07/2014
930,6,Edda,Short,N,19/07/1985,F,New Zealand,7,327.6,COLOUR-BLACK,SIZE-S,RANGE-JACKET,163.8,163.8,27/10/2013
931,6,Paulette,Sonneveldt,Y,15/09/1938,F,New Zealand,8,303.2,COLOUR-BLACK,SIZE-S,RANGE-PANT,242.56,60.64,3/12/2013
932,5,Patricia,Lijsters,Y,23/08/1947,F,United Kingdom,8,7.12,COLOUR-BLACK,SIZE-M,RANGE-JACKET,5.9096,1.2104,5/08/2014
933,7,Rickey,Vesters,Y,21/03/1942,M,Australia,10,126.8,COLOUR-GREEN,SIZE-XL,RANGE-OTHER,79.884,46.916,15/08/2014
934,6,Oliver,Rodriguez,N,21/05/1959,M,United States,3,240.48,COLOUR-WHITE,SIZE-S,RANGE-PANT,187.5744,52.9056,25/05/2014
935,9,Zenobia,Tweel,N,17/08/1978,F,New Zealand,7,28,COLOUR-BLUE,SIZE-S,RANGE-PANT,21.28,6.72,25/10/2013
936,8,Mable,Patrick,Y,24/04/1990,F,New Zealand,1,1.14,COLOUR-GREEN,SIZE-XXL,RANGE-OTHER,0.8094,0.3306,28/12/2013
937,1,Kevin,Casey,Y,12/10/1939,M,Australia,2,30.16,COLOUR-WHITE,SIZE-S,RANGE-OTHER,13.8736,16.2864,28/05/2014
938,6,Darryl,Weenink,N,2/05/1995,M,New Zealand,9,164.79,COLOUR-BLUE,SIZE-S,RANGE-OTHER,85.6908,79.0992,13/09/2014
939,8,Emerson,Crispijn,N,22/09/1961,M,United Kingdom,1,12.09,COLOUR-BLACK,SIZE-XXL,RANGE-JACKET,10.2765,1.8135,2/06/2014
940,4,Cordell,Thornton,Y,30/07/1989,M,Australia,9,834.48,COLOUR-WHITE,SIZE-S,RANGE-OTHER,400.5504,433.9296,31/07/2014
941,7,Ophelia,Valk,Y,5/09/1963,F,United Kingdom,1,1.75,COLOUR-BLACK,SIZE-M,RANGE-JACKET,1.0675,0.6825,2/07/2014
942,5,Halina,de Borst,Y,27/08/1939,F,Australia,10,162.5,COLOUR-BLACK,SIZE-S,RANGE-SHIRT,74.75,87.75,2/12/2013
943,1,Leland,Branch,Y,12/01/1952,M,United Kingdom,2,43.5,COLOUR-BLACK,SIZE-XXL,RANGE-SHIRT,34.8,8.7,22/01/2014
944,4,Russel,Diaz,N,10/04/1981,M,United Kingdom,10,1252.1,COLOUR-GREEN,SIZE-S,RANGE-SHIRT,989.159,262.941,11/04/2014
945,1,Marry,Khan,Y,23/11/1979,F,United States,3,52.65,COLOUR-BLACK,SIZE-XXL,RANGE-JACKET,28.9575,23.6925,12/02/2014
946,4,Latoyia,West,N,27/10/1954,F,New Zealand,4,117,COLOUR-BLUE,SIZE-S,RANGE-OTHER,56.16,60.84,26/01/2014
947,2,Micheal,Hollander,Y,21/12/1981,M,United Kingdom,7,208.81,COLOUR-WHITE,SIZE-M,RANGE-OTHER,119.0217,89.7883,9/11/2013
948,7,Charmaine,Davila,N,16/12/1991,F,New Zealand,9,103.77,COLOUR-WHITE,SIZE-S,RANGE-PANT,75.7521,28.0179,1/05/2014
949,1,Gregorio,Odom,Y,1/06/1979,M,New Zealand,4,41.08,COLOUR-WHITE,SIZE-L,RANGE-PANT,26.702,14.378,1/04/2014
950,5,Eugenie,Graham,N,13/03/1969,F,United States,10,114.6,COLOUR-BLUE,SIZE-XXL,RANGE-JACKET,63.03,51.57,30/03/2014
951,4,Duane,Washington,N,15/05/1959,M,New Zealand,1,38.25,COLOUR-BLACK,SIZE-M,RANGE-OTHER,17.595,20.655,21/08/2014
952,8,Fred,Veldkamp,N,24/01/1934,M,United States,7,108.5,COLOUR-WHITE,SIZE-M,RANGE-PANT,50.995,57.505,31/07/2014
953,7,Stacy,Colpa,N,25/05/1953,F,United States,8,180.8,COLOUR-BLUE,SIZE-L,RANGE-OTHER,84.976,95.824,21/07/2014
954,6,Marlin,Bankhead,N,5/04/1986,M,United Kingdom,3,92.16,COLOUR-BLUE,SIZE-L,RANGE-OTHER,52.5312,39.6288,28/05/2014
955,2,Maryetta,Goossen,Y,11/09/1965,F,United States,5,39.25,COLOUR-WHITE,SIZE-XL,RANGE-JACKET,21.98,17.27,27/07/2014
956,3,Genaro,Massey,N,23/03/1943,M,New Zealand,3,38.85,COLOUR-GREEN,SIZE-L,RANGE-OTHER,30.303,8.547,24/07/2014
957,1,Elvis,Nedermeyer,N,23/10/1940,M,Australia,7,18.97,COLOUR-BLACK,SIZE-M,RANGE-SHIRT,14.2275,4.7425,7/02/2014
958,5,Florida,Quinn,Y,4/10/1945,F,New Zealand,7,23.38,COLOUR-GREEN,SIZE-L,RANGE-PANT,14.9632,8.4168,18/10/2013
959,7,Vicki,Dircx,N,21/03/1956,F,United Kingdom,6,234,COLOUR-BLACK,SIZE-S,RANGE-OTHER,177.84,56.16,26/02/2014
960,7,Lael,Kleijne,Y,15/06/1971,F,United Kingdom,6,120.18,COLOUR-BLUE,SIZE-L,RANGE-SHIRT,78.117,42.063,11/10/2013
961,8,Alena,Groeneveld,N,23/01/1985,F,New Zealand,8,2161.68,COLOUR-BLACK,SIZE-XXL,RANGE-PANT,1080.84,1080.84,11/07/2014
962,9,Eleni,Cline,N,5/07/1957,F,United Kingdom,8,851.76,COLOUR-GREEN,SIZE-XL,RANGE-SHIRT,732.5136,119.2464,9/09/2014
963,3,Ronnie,Herring,N,17/04/1935,M,New Zealand,4,69.6,COLOUR-BLUE,SIZE-S,RANGE-SHIRT,50.112,19.488,7/10/2013
964,8,Hunter,Sellers,N,2/06/1990,M,New Zealand,2,38.28,COLOUR-WHITE,SIZE-L,RANGE-JACKET,22.968,15.312,3/05/2014
965,5,Alan,Bartens,N,24/08/1971,M,Australia,1,16.59,COLOUR-BLACK,SIZE-L,RANGE-SHIRT,11.7789,4.8111,4/05/2014
966,3,Kamilah,Oliver,N,27/11/1994,F,United States,5,76.35,COLOUR-GREEN,SIZE-XL,RANGE-PANT,46.5735,29.7765,17/10/2013
967,1,Galen,Wassall,N,25/03/1984,M,New Zealand,5,29.25,COLOUR-GREEN,SIZE-S,RANGE-PANT,23.1075,6.1425,10/10/2013
968,3,Caitlin,Morton,N,5/10/1956,F,United States,4,276.88,COLOUR-WHITE,SIZE-M,RANGE-PANT,174.4344,102.4456,31/03/2014
969,8,Kimbra,Blake,Y,26/09/1962,F,New Zealand,7,189.56,COLOUR-BLUE,SIZE-XL,RANGE-SHIRT,102.3624,87.1976,27/01/2014
970,9,Maire,Hoest,Y,6/02/1992,F,United Kingdom,8,661.6,COLOUR-BLACK,SIZE-XXL,RANGE-SHIRT,575.592,86.008,30/05/2014
971,4,Dominick,Battle,N,2/10/1981,M,United Kingdom,6,148.26,COLOUR-WHITE,SIZE-S,RANGE-OTHER,114.1602,34.0998,1/11/2013
972,1,Beverlee,Cleveland,N,4/01/1948,F,United States,1,20.1,COLOUR-BLUE,SIZE-S,RANGE-SHIRT,14.07,6.03,22/09/2013
973,3,Bethanie,Cowan,N,24/04/1948,F,United Kingdom,5,110,COLOUR-WHITE,SIZE-L,RANGE-JACKET,58.3,51.7,23/09/2014
974,2,Arlen,Salazar,N,20/11/1941,M,New Zealand,8,1263.2,COLOUR-GREEN,SIZE-XL,RANGE-JACKET,960.032,303.168,16/12/2013
975,10,Clint,Cowan,Y,27/11/1940,M,United States,9,47.25,COLOUR-BLACK,SIZE-XL,RANGE-OTHER,21.2625,25.9875,8/02/2014
976,5,Howard,Lara,Y,13/11/1963,M,Australia,8,42,COLOUR-GREEN,SIZE-L,RANGE-SHIRT,20.58,21.42,25/06/2014
977,2,Zane,Benton,Y,16/05/1969,M,New Zealand,6,241.14,COLOUR-GREEN,SIZE-M,RANGE-PANT,118.1586,122.9814,16/04/2014
978,1,Robbie,Parent,Y,31/05/1952,M,Australia,5,16.6,COLOUR-BLACK,SIZE-XL,RANGE-OTHER,8.964,7.636,8/10/2013
979,3,Otis,Griffin,N,1/03/1975,M,United States,8,225.92,COLOUR-WHITE,SIZE-S,RANGE-OTHER,185.2544,40.6656,24/03/2014
980,6,Brittny,van Selm,N,29/04/1956,F,New Zealand,1,69.9,COLOUR-GREEN,SIZE-M,RANGE-OTHER,47.532,22.368,12/07/2014
981,9,Vern,Norton,N,25/07/1967,M,Australia,8,160.16,COLOUR-BLUE,SIZE-XXL,RANGE-SHIRT,131.3312,28.8288,2/08/2014
982,10,Twanda,Savelkoel,N,22/05/1953,F,United States,7,96.6,COLOUR-BLACK,SIZE-M,RANGE-PANT,75.348,21.252,17/09/2014
983,3,Noel,Bilt,Y,11/10/1963,M,New Zealand,6,230.4,COLOUR-GREEN,SIZE-XXL,RANGE-PANT,186.624,43.776,30/05/2014
984,10,Cristobal,Rietveld,Y,21/01/1980,M,New Zealand,9,631.53,COLOUR-WHITE,SIZE-XXL,RANGE-JACKET,416.8098,214.7202,13/04/2014
985,6,Diane,Bartlett,Y,26/11/1935,F,New Zealand,9,17.91,COLOUR-GREEN,SIZE-L,RANGE-PANT,15.5817,2.3283,7/02/2014
986,4,Richard,Eekhout,Y,16/12/1974,F,United States,6,38.94,COLOUR-BLACK,SIZE-M,RANGE-JACKET,23.7534,15.1866,26/10/2013
987,9,Rosario,Newton,N,20/03/1957,F,United Kingdom,3,23.4,COLOUR-GREEN,SIZE-XXL,RANGE-OTHER,18.72,4.68,14/06/2014
988,7,Aurea,West,Y,25/06/1983,F,United States,2,82.96,COLOUR-WHITE,SIZE-S,RANGE-JACKET,60.5608,22.3992,26/10/2013
